2016-09-27,2016-09-28,2016-09-29,2016-09-30,2016-10-08,2016-10-09,2016-10-10
129,117,136,134,86,91,115
62,56,70,75,54,75,64
83,56,68,137,83,91,88
158,44,139,180,118,137,101
69,64,63,133,78,66,72
177,165,133,77,106,121,113
157,142,144,184,180,180,132
332,297,346,352,266,222,319
72,79,93,103,64,89,47
44,27,29,83,31,24,22
46,48,74,212,43,39,50
48,33,49,75,56,72,56
147,121,105,94,148,127,114
122,129,133,84,68,79,111
56,54,55,67,67,70,68
123,92,96,102,136,104,122
77,65,66,68,59,67,46
57,30,57,103,78,67,75
47,65,58,61,51,48,36
141,114,107,144,119,90,97
194,186,165,165,116,193,167
125,183,162,173,143,166,174
65,63,42,53,55,69,70
82,79,77,191,84,92,95
53,48,57,67,56,51,60
137,120,131,180,156,118,124
351,322,343,425,402,385,338
122,113,114,147,95,129,121
59,72,65,80,31,70,54
136,132,94,99,148,114,117
118,106,109,92,113,96,84
30,41,33,51,35,36,40
47,66,81,102,60,85,76
154,140,131,169,128,156,115
89,167,99,355,103,169,90
126,135,146,176,117,127,123
77,88,81,61,53,74,80
87,108,91,116,71,78,76
138,141,157,158,90,128,117
40,50,45,63,34,43,42
86,52,46,41,89,53,65
57,64,50,74,45,66,51
74,98,91,102,78,105,88
141,133,175,277,126,138,136
117,111,94,84,93,97,101
82,64,88,89,66,84,73
145,132,146,161,146,148,152
315,311,338,359,301,334,289
48,49,81,90,50,60,34
133,138,172,190,150,157,145
92,108,125,113,109,120,106
164,188,149,196,148,175,136
60,66,78,106,60,61,67
95,122,119,128,127,130,118
45,54,67,69,45,61,45
100,113,89,82,76,65,92
50,53,43,65,52,46,43
100,97,119,131,113,103,97
79,35,20,52,120,71,52
58,57,29,89,57,73,55
247,219,230,306,286,265,254
73,74,64,82,83,92,70
80,65,66,70,67,92,70
78,52,63,180,102,105,87
61,53,42,116,63,69,66
81,81,91,106,76,80,78
127,27,22,58,50,50,82
85,58,77,100,101,107,92
152,138,162,154,143,147,164
112,118,160,204,113,126,123
83,84,90,84,83,125,79
50,50,40,46,48,48,25
60,60,62,62,57,53,56
94,114,107,85,86,88,96
176,174,214,209,143,187,144
146,20,149,238,118,166,108
72,73,63,94,55,77,75
85,109,121,195,138,147,127
62,6,42,59,70,70,52
472,428,380,458,72,90,130
742,497,349,152,158,281,477
65,74,86,91,65,57,65
93,80,122,267,51,96,91
82,56,65,75,81,66,59
125,86,96,109,112,93,78
47,47,61,88,42,51,43
49,17,69,119,78,75,69
70,65,84,87,71,72,67
43,35,27,50,48,48,46
96,77,67,63,70,77,66
66,93,83,111,88,83,87
99,99,91,404,115,104,91
122,79,82,111,98,107,108
105,94,131,211,96,93,121
109,75,69,165,69,80,79
50,52,78,106,78,66,57
60,80,84,112,99,94,76
46,50,43,65,34,46,37
461,418,452,408,361,348,368
77,72,89,71,84,81,72
145,115,132,170,119,122,144
185,192,196,184,132,139,180
140,118,125,180,117,129,96
118,101,111,153,105,111,109
120,109,107,107,75,98,98
40,53,51,86,43,40,37
173,226,200,161,224,203,206
80,120,120,126,108,100,83
46,34,13,83,23,27,29
95,104,87,134,109,102,103
139,134,134,125,142,151,126
58,56,56,31,44,44,59
200,196,132,290,234,289,243
86,42,82,154,84,77,84
91,59,102,107,67,52,62
36,13,16,127,28,45,39
67,82,77,116,80,132,81
133,134,142,158,137,0,0
218,206,214,219,185,234,196
83,84,70,100,79,71,43
82,79,88,112,84,80,83
158,176,171,215,155,169,164
215,214,212,207,193,196,164
71,61,33,44,52,44,38
361,344,339,67,78,152,287
262,217,218,213,253,250,259
65,76,94,166,91,102,70
48,41,50,111,88,71,55
55,46,50,56,42,42,39
123,96,133,190,135,121,128
125,149,112,215,111,115,81
439,407,456,560,462,577,462
18,22,23,62,25,33,15
276,264,367,606,229,168,205
83,81,81,102,84,100,106
68,48,91,103,69,89,90
76,90,123,313,79,49,74
94,84,83,117,90,84,96
119,91,123,163,124,100,88
209,229,238,211,225,205,218
68,50,47,69,71,82,55
41,51,31,52,52,42,54
39,52,62,80,57,62,58
130,133,143,172,135,78,142
202,221,188,174,183,233,216
53,60,71,80,80,66,63
62,61,84,51,49,49,59
66,76,76,74,71,59,62
192,176,209,169,130,130,163
91,112,90,103,82,88,88
66,69,74,170,66,69,59
61,56,0,173,80,84,83
84,55,62,66,78,88,73
39,59,42,62,39,54,52
163,180,156,186,186,198,215
457,338,176,311,471,432,476
123,78,69,39,71,68,60
57,68,96,82,49,62,59
310,236,236,371,309,386,359
142,125,125,168,124,105,155
152,169,166,203,169,184,192
203,222,224,247,169,171,221
62,73,97,56,53,69,57
43,55,54,151,51,60,55
71,70,80,98,94,65,57
86,91,90,74,81,74,94
65,51,54,64,75,67,52
65,54,66,102,80,82,58
46,40,47,64,42,57,47
142,1,117,211,61,87,51
63,75,125,151,59,80,69
96,73,62,83,78,95,130
79,83,81,133,89,88,42
71,57,71,75,71,54,76
82,88,91,107,89,84,85
85,77,86,89,114,78,66
169,183,173,237,202,201,153
115,70,141,235,159,152,122
50,51,59,51,62,60,47
58,60,56,88,52,64,57
47,31,54,69,41,75,57
74,69,28,115,74,94,84
151,172,156,164,130,140,173
179,197,171,217,179,177,144
89,80,99,145,111,108,76
103,74,151,133,107,119,119
237,93,272,217,180,185,270
64,80,100,107,111,102,76
104,113,116,160,130,134,122
172,174,149,218,161,180,165
52,59,112,200,63,51,45
50,50,39,53,45,70,65
95,129,140,193,97,115,90
234,233,210,143,274,248,259
69,62,67,82,66,71,57
61,50,53,88,51,67,74
195,124,101,79,122,134,147
75,79,79,80,117,93,80
320,304,355,435,341,392,369
67,63,57,56,71,68,63
69,59,36,74,69,69,54
110,128,105,152,84,113,108
130,139,152,152,134,152,123
68,60,68,132,54,68,58
102,94,111,140,117,98,94
118,131,129,179,125,129,116
82,69,62,89,65,65,84
145,146,156,137,138,116,140
70,62,72,75,60,67,67
139,150,163,250,88,155,76
27,34,44,51,39,38,28
119,136,137,234,131,152,117
94,77,104,146,78,113,73
83,17,27,41,124,134,136
61,38,39,83,20,59,52
71,65,67,80,57,55,63
80,95,117,146,91,97,86
44,44,51,43,62,45,54
70,59,60,80,65,80,79
180,156,209,269,199,223,181
67,54,33,99,100,89,96
228,219,206,204,207,205,214
72,91,91,73,119,91,94
43,37,50,75,61,56,36
87,85,89,98,93,71,105
151,156,263,605,289,176,130
168,178,184,176,152,152,156
70,74,57,95,53,39,41
212,252,199,263,187,180,221
174,145,169,242,146,132,123
74,129,97,112,77,102,74
109,151,171,168,104,115,154
86,114,161,246,118,122,101
74,75,79,89,64,71,69
502,330,444,543,543,515,510
113,102,106,103,121,118,102
107,91,84,112,154,118,115
714,584,525,469,585,637,635
52,63,51,44,56,59,50
113,117,116,212,103,164,149
45,49,50,43,65,67,71
43,61,59,97,84,77,44
36,31,47,66,22,36,31
83,82,72,78,74,76,85
108,101,127,114,132,133,134
68,82,83,86,54,73,66
125,109,129,121,97,109,115
60,56,68,52,62,73,61
147,198,193,157,162,187,168
43,35,19,97,53,41,29
62,61,53,59,60,66,57
71,75,69,41,43,51,58
167,162,185,197,145,136,145
102,70,69,115,59,70,85
76,71,45,72,60,84,73
76,75,82,85,77,83,92
139,147,126,99,110,110,118
227,192,205,231,240,229,236
251,221,215,210,216,187,235
78,41,66,90,83,71,80
114,140,162,404,138,125,126
49,54,46,67,69,76,64
47,46,54,56,76,64,49
39,41,59,74,73,46,32
269,290,243,286,250,246,269
0,0,0,0,190,257,207
383,295,326,301,211,243,242
64,57,72,99,102,60,80
115,94,118,115,96,99,110
145,150,130,95,116,130,146
122,109,110,122,85,90,95
231,237,229,299,392,440,282
90,88,91,160,127,122,101
60,14,13,26,25,19,28
69,76,71,112,91,63,55
115,106,121,201,163,177,151
397,357,319,402,333,364,338
0,0,0,0,0,0,0
70,86,81,149,85,73,77
172,155,142,158,161,202,188
97,86,90,75,58,104,96
160,133,126,162,113,121,152
111,92,57,46,63,65,60
80,109,151,378,127,124,67
94,125,112,165,141,109,138
75,70,67,83,48,33,46
54,36,46,69,55,51,45
78,92,107,133,109,77,83
61,62,91,104,73,59,70
71,70,70,76,72,68,59
97,95,87,111,78,68,73
175,139,147,210,236,217,164
78,106,104,113,84,84,90
104,104,93,121,99,123,127
95,142,201,424,81,112,69
154,138,105,105,111,109,120
93,54,70,137,76,91,78
52,46,55,107,47,64,47
65,86,103,168,78,82,67
57,52,64,79,58,73,51
212,186,206,235,178,207,176
183,136,148,192,144,162,145
58,51,60,72,64,63,55
55,55,68,88,53,67,69
0,0,0,0,510,695,640
197,196,227,249,194,53,197
161,107,109,167,141,148,143
176,160,168,181,199,173,179
53,52,87,106,70,81,65
70,92,104,130,90,75,95
493,507,541,796,562,527,463
202,166,125,185,162,154,174
210,134,94,95,96,75,79
101,94,68,59,56,70,64
342,453,362,476,444,358,288
16,79,82,105,58,68,83
295,313,352,365,298,349,337
303,326,350,277,311,272,310
276,279,275,310,316,269,250
90,76,68,93,64,83,63
102,91,107,117,96,99,98
50,27,47,71,36,40,43
180,233,191,213,165,185,189
197,193,236,241,190,163,170
52,44,46,78,64,53,54
73,112,78,102,85,112,91
69,29,51,139,66,93,66
53,66,22,67,51,40,47
102,87,79,68,61,71,63
60,57,44,82,70,74,49
132,142,147,174,165,167,153
65,75,84,94,66,89,74
206,173,149,299,160,154,172
124,101,135,134,107,125,132
382,328,383,503,417,456,360
97,62,80,90,99,124,144
45,54,57,77,41,51,60
108,99,89,82,96,96,94
52,59,70,62,60,48,51
41,37,36,95,14,31,17
111,79,81,159,127,179,115
74,79,81,134,78,100,82
87,105,82,80,68,53,91
77,72,56,96,91,102,96
52,40,69,58,36,50,55
51,36,35,94,37,38,27
139,127,152,176,114,133,112
178,130,139,192,180,155,173
130,129,157,175,104,133,123
136,126,111,112,111,138,142
108,101,105,195,87,120,110
92,94,109,111,77,0,0
143,163,171,175,215,185,193
87,86,99,131,87,113,69
986,862,1000,1205,1197,1296,1121
93,97,76,90,91,81,69
119,140,113,169,97,126,123
103,78,87,110,104,108,86
480,436,453,524,379,386,455
63,97,87,150,85,88,70
45,51,53,74,66,59,51
421,412,383,456,361,401,472
195,190,192,265,223,243,207
373,366,361,421,315,342,354
128,133,174,215,157,159,139
128,124,124,182,144,167,146
143,138,158,227,241,14,143
44,40,58,56,37,34,37
71,61,44,65,45,55,57
197,211,139,186,148,163,179
63,60,48,43,42,48,45
81,90,89,96,90,103,104
62,56,58,83,63,62,60
336,309,345,374,301,312,331
174,163,186,130,143,117,155
67,81,141,304,91,53,54
121,113,100,97,126,91,108
63,44,52,73,80,72,58
151,117,191,171,95,111,113
117,131,132,110,93,134,128
1050,1022,1083,905,1004,1018,1083
351,372,370,477,376,428,341
59,45,63,128,62,59,42
78,92,73,89,60,84,72
107,126,145,236,144,115,123
198,174,194,293,168,154,166
96,89,114,128,96,92,100
307,257,256,200,212,233,248
59,75,99,155,74,86,74
178,151,159,190,131,112,137
55,47,75,72,68,68,56
165,186,144,139,197,163,200
37,2,12,8,40,46,24
89,101,71,74,84,92,106
53,87,80,99,42,90,65
114,95,107,131,102,108,116
52,52,58,117,80,62,62
89,87,87,110,102,76,88
29,40,38,65,35,40,34
159,156,172,128,161,158,155
262,262,226,262,272,303,262
59,40,74,91,76,59,65
429,339,340,356,363,385,405
108,119,96,138,105,114,114
329,334,341,331,349,395,344
185,198,188,220,195,205,174
23,41,46,73,37,40,33
135,128,205,277,144,137,94
0,0,1,0,0,0,142
72,84,92,123,99,96,95
111,91,83,103,75,93,74
109,95,113,152,144,152,132
138,151,160,204,120,139,143
89,67,56,91,81,73,66
49,46,67,64,57,57,52
92,82,86,84,80,64,97
51,52,39,45,63,66,63
239,238,204,220,225,231,259
113,117,129,164,138,128,124
163,168,130,220,148,120,173
145,113,172,194,107,129,123
79,79,68,76,81,74,91
58,57,51,35,36,55,39
66,75,71,81,61,72,50
38,52,55,116,44,51,32
158,148,171,194,178,166,160
90,98,93,72,126,110,98
136,144,130,127,148,148,140
81,212,198,254,227,213,232
110,156,183,173,128,128,125
107,112,103,117,123,117,92
66,83,103,83,56,100,55
158,141,157,265,125,150,147
67,65,60,74,66,67,59
610,641,572,566,509,497,566
150,171,203,261,167,187,165
57,60,91,100,55,71,60
108,123,112,142,122,121,136
54,45,45,45,56,43,58
108,109,130,129,95,88,114
312,283,293,432,328,349,249
61,88,74,84,74,78,79
564,485,458,464,452,464,496
55,59,57,88,43,63,47
240,255,248,333,313,309,280
93,77,98,117,103,105,88
128,120,117,175,148,130,133
120,80,54,86,119,122,145
134,82,116,186,162,138,137
120,85,68,122,111,95,105
35,49,35,50,41,40,46
80,80,116,412,108,95,69
56,61,68,114,67,52,60
211,152,179,187,200,208,208
15,199,197,264,194,229,260
124,85,80,52,70,74,89
39,39,58,96,40,46,34
121,151,259,463,146,108,87
56,64,67,79,59,52,50
164,86,83,102,146,128,121
53,38,53,50,51,57,56
109,101,114,195,113,97,101
121,124,151,173,144,118,116
148,129,112,138,93,70,89
70,85,89,105,85,93,92
129,65,71,113,110,131,134
71,85,109,157,83,78,80
60,52,57,88,74,71,62
46,38,75,73,45,77,43
421,317,325,634,419,514,401
170,139,156,145,112,1,0
140,112,93,409,154,113,111
0,0,0,0,0,0,0
223,182,196,297,51,0,0
108,106,129,141,80,118,102
138,130,144,215,145,174,145
110,127,122,180,127,150,124
490,375,510,574,472,536,502
55,63,80,167,55,68,63
0,0,0,40,58,77,65
341,225,214,367,304,302,297
56,42,73,104,67,67,47
183,134,135,193,139,158,135
53,49,38,64,46,33,39
69,55,63,64,53,56,57
234,225,231,228,204,200,206
240,202,191,156,201,230,207
54,55,32,65,79,74,47
77,92,123,117,88,83,84
103,63,64,127,82,88,89
94,119,120,118,116,117,64
303,231,323,347,266,255,303
179,131,163,203,251,185,201
109,87,86,123,86,101,83
59,62,75,323,65,69,51
45,58,52,96,41,28,35
148,104,86,131,95,109,105
222,219,195,254,153,188,226
120,84,96,126,119,101,85
78,76,101,96,86,80,95
61,95,77,62,69,63,53
96,99,81,83,79,72,78
145,186,176,212,141,189,160
100,106,76,95,69,105,96
156,110,95,146,189,161,160
68,73,58,89,68,82,70
85,68,84,77,64,60,59
109,103,85,113,110,107,106
178,130,127,232,200,188,165
236,169,153,256,176,228,233
236,182,128,148,174,149,182
176,178,170,184,163,206,198
112,87,105,90,124,118,95
95,77,72,89,84,90,90
69,63,67,87,87,95,68
78,78,100,208,93,96,64
39,33,37,58,45,47,43
61,63,59,77,61,62,63
46,35,25,73,41,44,44
73,162,166,177,107,110,91
84,111,182,344,94,85,80
89,89,81,93,70,70,63
135,73,129,203,101,143,158
226,255,233,281,251,204,221
79,69,91,108,65,67,66
56,71,76,125,52,65,54
78,72,85,123,99,85,88
132,73,109,158,113,100,93
63,61,52,68,77,43,49
92,88,97,87,90,102,95
163,159,128,188,110,129,139
98,122,128,130,54,74,65
150,217,175,166,126,104,136
133,116,105,293,99,113,97
27,9,7,4,35,11,16
63,58,47,72,50,63,53
392,299,313,208,432,377,360
0,44,37,33,31,41,37
63,67,57,79,61,66,52
110,88,77,112,85,84,89
90,89,77,163,82,83,96
103,106,126,145,94,126,75
110,98,115,105,73,82,89
607,524,737,821,640,879,617
91,97,107,161,114,91,89
79,61,72,93,62,55,59
113,94,87,117,124,83,106
103,102,121,150,114,140,124
110,172,255,786,165,129,107
62,85,66,85,56,65,65
65,54,41,60,55,37,33
47,69,39,51,62,69,43
167,272,251,348,214,202,157
106,81,108,97,111,103,105
97,90,177,276,76,53,54
29,50,56,92,45,61,35
76,74,101,89,31,47,64
120,95,98,107,117,115,96
109,78,90,139,132,104,128
121,145,121,134,90,93,99
62,64,75,98,60,74,39
109,104,114,112,118,110,106
103,98,79,108,97,86,111
144,174,136,156,147,124,112
169,126,154,131,138,145,150
380,299,355,458,333,320,356
59,51,68,106,82,109,79
74,72,112,212,63,63,40
202,226,218,284,159,246,217
276,265,239,210,243,251,315
78,58,58,66,40,49,49
67,41,34,120,37,55,40
136,180,135,225,133,145,140
116,63,71,91,91,79,95
74,84,72,73,90,102,95
70,37,43,135,48,67,74
107,105,154,216,156,146,144
116,106,55,57,101,100,83
174,99,113,151,138,132,131
483,357,478,382,448,380,369
40,109,131,149,90,85,114
242,226,254,227,197,189,211
79,80,73,95,68,73,51
52,69,73,71,63,81,72
109,95,91,121,99,93,72
16,30,35,57,28,29,24
78,102,98,74,149,125,107
22,32,37,31,23,40,43
100,64,82,146,102,145,139
64,67,66,85,45,70,65
101,114,104,140,88,120,101
282,249,265,316,270,246,269
232,225,193,256,213,229,203
109,118,126,119,97,98,90
46,51,56,85,53,64,47
56,57,58,90,50,59,48
107,81,106,141,88,91,83
153,108,98,158,116,112,127
159,83,123,166,400,217,207
181,165,215,514,120,130,169
78,59,63,75,72,75,52
88,79,152,262,95,83,57
98,77,93,170,76,93,106
80,68,76,106,74,82,64
166,169,144,144,176,166,164
255,257,229,204,219,207,272
64,62,63,63,70,50,55
87,81,77,115,68,86,75
55,54,50,99,68,73,74
54,54,46,57,80,68,77
88,66,76,101,84,77,73
117,144,159,264,152,145,167
40,49,66,106,46,42,47
186,183,221,253,275,279,238
51,59,83,94,59,58,85
55,40,31,69,39,39,36
123,140,135,118,113,100,113
0,0,0,0,0,119,154
237,212,198,189,210,248,223
96,91,84,116,130,158,94
196,212,184,161,112,179,172
374,352,372,376,343,372,364
58,75,83,104,86,124,58
285,333,318,222,271,291,255
385,357,383,496,475,456,441
95,86,75,71,67,75,76
72,66,67,96,77,94,70
138,93,102,197,143,166,167
326,152,223,217,259,243,236
202,180,95,32,177,167,163
107,102,108,145,125,98,121
264,231,230,320,296,305,299
333,315,313,392,362,406,349
204,135,107,162,178,174,173
353,338,260,275,335,339,342
195,140,161,197,155,187,173
110,96,100,119,108,107,116
1774,1741,1845,2398,2013,2121,1874
90,76,84,96,107,97,97
275,262,227,386,299,324,312
53,53,61,45,60,56,64
81,71,76,69,60,68,63
105,102,98,117,103,111,114
52,48,57,78,71,53,65
77,75,98,113,79,88,75
167,128,88,111,128,126,150
88,78,71,196,96,115,89
55,43,62,98,52,44,46
24,17,27,51,24,25,28
68,43,71,101,55,77,61
221,205,229,414,187,219,227
50,41,57,57,31,28,0
126,123,130,137,138,152,149
368,263,241,211,310,286,308
48,61,74,75,73,70,59
208,203,222,329,174,230,190
163,128,171,194,218,238,188
42,41,58,73,48,38,34
211,249,241,194,234,245,259
92,100,92,101,116,103,94
34,60,85,94,71,77,87
86,195,87,117,132,118,111
93,84,80,127,70,71,75
140,132,111,95,81,93,95
54,57,48,96,57,62,47
98,102,86,122,111,108,101
292,289,299,317,261,224,236
103,116,115,167,113,130,118
62,49,59,67,40,69,52
310,361,376,432,397,449,386
75,45,71,88,88,62,64
285,269,276,315,299,298,297
54,55,91,198,68,69,51
126,115,100,110,114,58,115
156,154,173,198,214,196,175
354,348,301,367,356,337,366
110,103,111,166,103,120,101
90,59,56,93,107,97,98
134,140,128,225,160,158,136
69,39,109,79,44,75,56
98,77,110,219,75,74,60
212,192,210,312,268,232,251
65,58,54,84,67,64,56
71,85,67,109,72,74,81
163,126,105,140,109,110,114
104,99,135,109,119,119,97
85,99,65,89,77,75,83
0,0,0,32,118,136,112
159,166,152,148,124,138,169
67,27,35,70,43,64,57
103,92,106,151,96,101,92
33,36,40,50,26,40,25
70,76,95,106,85,93,77
0,69,126,92,66,68,105
79,84,76,61,87,67,89
454,478,472,702,575,544,556
29,71,56,46,55,74,99
84,61,63,94,53,74,96
241,217,276,286,193,217,216
30,0,28,70,29,29,35
164,160,221,233,214,344,194
97,56,35,93,104,101,92
23,12,21,40,21,40,22
99,86,60,101,62,68,78
107,120,90,100,94,111,106
87,89,114,177,44,113,93
413,383,373,270,350,407,405
84,83,89,109,55,58,73
77,79,94,178,92,76,89
62,50,107,87,108,83,97
95,71,66,86,60,39,55
40,37,12,56,26,36,37
448,375,345,339,373,378,390
84,63,39,100,79,59,77
251,253,272,306,210,199,232
360,367,364,272,311,323,372
158,149,276,893,163,148,130
1035,866,851,877,618,609,907
132,169,202,191,221,230,222
124,118,99,133,111,94,119
57,49,49,63,52,54,60
61,49,57,60,59,57,72
217,182,176,194,189,180,194
42,49,64,89,49,82,37
165,140,152,141,151,165,146
244,206,219,313,257,302,249
50,53,67,83,69,70,47
243,177,189,170,256,275,294
191,216,347,463,271,275,265
72,66,49,50,27,37,59
174,219,146,237,199,206,173
65,61,66,122,73,57,80
117,102,105,102,86,98,85
154,97,153,265,117,176,143
313,300,287,370,340,262,284
206,222,190,264,205,188,210
135,64,89,99,107,71,84
56,64,78,111,53,89,87
51,52,50,76,43,84,49
56,66,70,58,56,54,55
90,105,114,191,129,150,131
110,120,139,139,96,83,104
123,73,70,104,77,84,76
69,67,75,96,66,69,69
40,50,56,62,35,55,35
88,81,68,68,69,85,90
148,140,136,133,94,103,88
67,43,40,96,44,84,56
122,127,128,148,122,107,132
69,81,82,97,81,75,71
75,63,78,68,76,85,89
240,326,250,329,311,285,317
113,108,161,176,104,106,115
429,364,353,501,453,479,402
67,87,57,93,85,93,98
22,30,44,60,33,21,16
96,71,82,131,69,83,73
30,50,32,49,43,48,57
0,0,0,0,83,107,123
194,154,181,215,300,277,248
178,318,289,383,260,274,242
318,331,283,324,291,230,260
55,71,73,115,39,71,45
105,52,45,79,85,84,84
150,168,178,194,168,152,138
69,84,87,126,83,88,81
44,52,71,62,45,54,39
540,405,369,302,367,330,404
112,80,117,147,115,107,98
48,42,23,67,32,44,39
194,163,189,187,153,132,173
141,148,169,231,81,130,143
102,115,127,113,76,82,103
44,49,95,110,80,112,134
121,103,83,140,102,88,114
110,141,151,181,160,159,114
285,311,290,241,247,287,248
53,47,106,172,53,56,43
172,155,196,255,223,190,182
176,156,149,465,155,184,210
26,39,41,78,44,42,25
39,66,49,66,67,83,66
118,131,114,107,91,68,85
256,189,231,283,212,248,210
99,99,64,164,98,101,127
75,88,82,94,76,108,97
157,154,169,207,175,197,184
263,253,230,292,214,209,236
93,97,69,110,104,78,55
81,83,24,158,75,49,67
113,133,88,100,63,107,88
435,305,329,491,410,412,313
225,191,187,265,224,223,194
88,60,67,69,97,83,72
258,175,142,134,124,182,187
189,78,80,122,105,120,124
55,36,44,43,51,55,55
108,100,104,116,114,112,120
260,303,315,320,244,298,317
102,95,99,125,109,103,98
71,67,103,144,167,119,103
81,77,71,78,106,92,80
91,101,114,131,117,115,113
59,81,88,151,62,75,81
186,171,183,257,153,182,151
106,99,123,8,62,98,98
49,69,69,45,50,46,59
106,110,108,100,87,70,62
84,129,156,210,145,171,88
61,65,73,122,51,92,80
43,27,51,35,45,39,37
109,12,6,1,91,106,68
114,102,79,141,101,116,104
52,53,52,53,63,77,43
82,69,117,112,76,52,75
138,88,99,140,106,84,111
34,42,53,45,35,36,41
46,148,150,205,106,113,97
167,25,84,72,86,141,90
109,119,108,89,114,96,96
78,78,102,128,80,59,63
178,99,68,84,144,135,141
153,124,114,114,103,118,132
101,65,68,86,45,64,90
42,73,82,129,58,52,42
154,166,143,210,147,162,147
244,247,191,140,178,220,200
34,66,63,71,48,43,44
91,64,81,136,115,104,102
769,821,780,1142,885,904,842
96,116,83,191,80,74,81
70,75,99,94,82,88,71
58,43,74,69,50,47,20
168,182,197,153,150,150,155
150,166,165,232,192,177,159
75,57,53,67,86,62,57
196,232,183,148,172,173,155
122,122,104,184,139,150,139
39,34,27,38,39,25,32
681,788,733,590,626,608,653
62,60,66,117,99,102,90
43,40,41,49,66,79,42
51,47,72,68,64,70,56
59,48,41,121,21,36,35
105,112,94,145,125,136,141
80,88,114,92,87,77,87
134,97,108,129,162,105,104
113,107,123,179,136,147,118
51,79,120,191,20,26,37
44,40,39,74,40,46,42
196,120,127,293,189,213,200
660,631,627,619,606,647,760
67,85,111,127,94,94,97
61,49,56,59,56,61,37
61,55,78,111,37,47,43
65,55,40,78,53,57,58
63,50,58,108,77,79,61
64,65,80,67,79,70,70
261,267,299,449,326,316,265
140,150,161,135,88,131,134
75,63,62,69,91,88,83
169,204,181,231,127,193,158
133,97,106,130,125,130,130
279,287,260,214,220,170,209
69,79,82,84,55,57,61
81,80,97,72,70,90,100
117,93,115,105,114,112,115
337,293,312,355,280,277,257
88,87,86,154,112,118,85
192,120,129,310,220,191,194
48,32,46,110,41,46,41
119,80,94,107,109,123,121
164,133,115,104,124,123,130
60,57,59,85,51,63,61
81,74,50,49,119,63,86
217,262,272,262,251,226,230
30,60,107,91,51,40,54
63,69,50,83,72,72,51
79,97,78,100,81,111,113
29,45,41,41,38,24,32
225,194,184,313,256,334,282
0,0,0,63,98,93,117
228,177,174,217,189,185,102
794,777,775,666,606,592,768
180,202,270,292,210,215,207
119,78,148,191,109,106,139
100,38,139,66,67,132,92
77,67,65,75,82,97,82
112,127,125,246,150,144,130
431,104,423,363,434,404,420
171,169,154,201,175,173,170
50,59,47,63,41,49,50
91,69,93,125,97,108,101
90,71,79,75,58,74,62
100,82,75,67,103,100,104
115,112,92,158,77,64,84
98,79,73,82,69,95,72
0,0,0,0,58,57,62
445,382,379,385,304,299,394
31,42,55,60,44,41,54
133,54,69,157,94,111,83
59,71,78,129,46,67,51
190,206,212,178,160,171,211
161,163,202,272,159,175,181
63,37,40,97,52,89,72
72,62,64,73,69,71,67
259,302,261,400,219,267,293
12,12,15,20,10,21,27
40,56,55,84,58,61,60
357,408,398,574,413,451,384
115,59,89,280,107,122,112
181,188,184,270,196,232,270
202,177,208,148,136,128,139
228,189,215,187,195,185,190
296,363,358,439,415,397,315
117,129,121,158,111,115,149
79,55,60,63,43,72,45
65,72,68,67,74,59,93
62,75,73,73,57,59,49
97,93,114,152,118,123,77
169,143,142,188,169,159,136
44,53,41,57,41,35,40
215,165,139,162,135,146,158
77,84,100,85,71,74,93
120,121,122,141,82,116,109
90,86,96,107,118,115,79
10,4,3,0,5,6,1
126,133,173,209,153,128,132
119,87,72,72,53,69,65
198,94,133,191,141,136,109
253,283,253,312,303,309,259
99,90,113,125,128,116,93
94,98,146,298,144,118,80
0,0,0,0,0,0,0
86,74,48,68,72,65,84
393,363,232,122,228,269,407
906,501,0,2634,706,677,617
113,89,104,101,90,63,63
83,96,101,98,82,101,114
307,304,368,400,362,335,358
229,218,231,256,243,291,221
72,65,74,95,74,86,67
78,60,61,106,69,76,86
305,126,152,701,298,298,283
127,138,139,193,105,127,132
178,153,149,162,165,217,176
88,70,94,131,83,80,65
159,201,161,284,203,167,168
110,99,117,139,122,126,97
210,153,147,157,161,184,158
45,60,74,83,78,78,77
12,0,0,0,0,0,0
450,440,352,528,504,532,560
397,402,415,399,338,343,361
101,82,106,121,93,94,94
35,48,63,51,53,55,69
195,167,139,204,243,242,224
56,53,49,51,60,73,60
255,201,231,293,272,340,280
98,98,115,127,122,135,100
44,32,72,93,34,58,55
71,68,63,83,61,63,58
354,376,338,411,420,412,345
133,144,173,202,142,126,152
143,145,134,155,122,123,121
115,85,77,107,75,63,73
156,157,183,307,217,224,211
348,351,341,234,359,329,386
173,205,252,284,173,204,175
128,95,95,83,84,100,80
139,122,129,137,134,140,151
144,113,129,140,101,107,145
92,83,92,83,73,91,100
135,90,86,113,101,108,114
286,228,269,321,281,218,247
193,157,162,239,162,185,187
10,5,9,15,5,9,6
69,91,79,101,92,74,86
198,215,245,248,247,258,238
271,197,142,272,165,234,228
43,59,51,74,67,62,65
82,79,66,48,83,65,59
167,108,84,159,130,162,184
156,194,184,566,214,215,184
101,87,106,116,88,66,86
145,86,94,135,98,113,117
120,137,189,257,123,152,158
52,52,84,71,60,57,55
44,53,44,61,58,55,39
163,110,99,90,83,66,84
82,93,99,89,62,48,55
75,105,91,117,58,84,87
68,70,64,61,40,45,62
459,501,748,1295,367,372,363
