2016-10-18,2016-10-19,2016-10-20,2016-10-21,2016-10-22,2016-10-23,2016-10-24
97,126,133,105,58,78,146
71,64,53,48,44,72,93
106,69,92,124,137,160,74
112,123,99,145,132,181,155
61,73,43,69,69,61,88
106,117,85,105,131,129,113
108,165,240,108,285,297,102
292,323,377,118,117,136,375
49,58,60,65,134,107,44
30,15,24,40,74,63,19
55,62,35,76,110,102,32
42,56,50,73,79,68,39
81,104,176,150,141,134,144
173,144,143,124,111,112,168
45,59,52,69,79,65,60
115,108,108,110,138,161,141
75,69,50,89,101,74,55
41,45,57,59,83,132,53
56,57,56,56,71,82,55
135,101,102,96,121,131,112
176,201,167,193,171,181,167
136,150,119,144,110,72,107
72,64,70,66,70,65,55
76,84,68,98,81,112,105
53,54,64,49,66,77,64
133,132,116,153,184,197,117
291,297,569,439,752,701,339
99,121,123,136,169,131,131
39,54,50,57,47,34,49
128,108,128,103,124,207,145
104,112,107,128,132,132,94
34,35,35,35,60,56,40
65,69,90,72,72,55,48
153,139,139,150,186,219,150
112,93,121,86,130,127,87
132,105,135,134,173,150,117
82,85,71,31,44,42,75
79,90,79,61,26,41,76
132,128,145,165,56,44,153
49,50,54,59,89,80,33
46,39,47,75,62,80,65
41,46,56,15,110,109,47
104,105,93,99,125,101,80
138,144,136,225,273,276,144
93,75,65,89,92,107,62
45,44,73,48,94,108,66
143,141,147,134,148,189,161
289,312,290,305,372,403,345
53,54,69,54,89,98,44
126,163,144,148,188,216,143
113,114,113,108,200,197,112
187,212,190,231,260,265,160
58,64,101,117,140,136,66
122,118,66,91,189,217,110
52,65,52,51,49,45,40
87,94,139,54,121,79,155
53,45,71,65,57,62,74
97,110,107,88,147,107,95
77,61,34,30,15,50,56
55,41,44,26,38,97,42
263,221,221,201,291,472,229
88,64,73,75,83,124,86
86,101,82,86,83,111,102
72,79,62,117,118,115,74
84,56,64,56,73,131,95
78,85,65,61,93,94,95
62,38,78,72,63,85,81
85,96,90,103,106,129,101
188,200,213,177,172,166,220
117,118,144,189,194,182,132
91,97,81,83,85,101,62
44,40,29,37,74,46,38
62,59,58,68,70,63,55
121,109,110,87,100,106,66
148,189,148,187,203,201,170
181,178,160,188,170,170,203
63,54,65,44,39,52,53
115,138,122,195,231,170,113
64,76,49,82,59,109,101
429,459,395,355,326,518,520
534,489,449,417,268,352,616
51,68,78,68,82,85,75
88,86,97,109,171,190,84
52,66,45,72,89,78,63
101,87,84,76,99,148,110
55,43,58,57,69,60,57
111,97,81,80,62,114,105
68,67,69,78,69,58,64
61,51,35,40,46,58,62
61,78,84,71,91,79,56
55,51,86,43,90,83,50
126,155,138,127,158,143,137
112,102,85,94,145,155,105
100,97,126,151,197,221,102
82,83,53,54,107,83,57
62,78,72,89,117,140,79
106,91,91,110,108,134,104
50,38,49,32,73,76,53
417,390,420,437,185,128,373
74,85,69,75,77,79,83
148,153,126,153,172,194,123
181,205,218,171,67,33,177
114,121,106,148,184,205,126
107,106,90,130,104,118,74
123,131,84,102,99,131,104
41,33,45,45,50,46,41
172,199,172,152,124,188,210
71,93,94,100,86,83,97
31,38,28,32,68,80,28
78,109,103,112,137,172,97
105,90,188,190,266,241,141
53,56,53,61,51,33,50
198,178,198,124,322,559,244
88,86,99,107,117,99,86
66,61,56,62,49,38,92
42,19,20,34,31,60,51
83,95,90,120,162,149,83
71,119,105,155,142,147,106
210,214,196,186,128,130,189
42,67,56,65,52,67,61
67,86,82,57,91,73,73
188,157,159,186,204,220,161
212,200,207,176,74,144,204
44,38,55,43,48,47,41
345,310,313,278,192,211,314
261,259,273,235,299,270,276
95,81,102,132,189,190,76
77,73,70,108,97,97,78
47,46,50,46,53,48,36
146,124,119,151,193,162,106
68,54,160,84,158,149,91
452,443,442,575,758,822,455
24,20,21,44,79,59,9
204,231,255,98,292,241,218
70,107,80,91,121,117,63
67,90,97,76,176,144,100
65,95,66,73,102,114,63
81,103,90,108,157,171,82
94,89,104,94,91,104,134
248,219,210,187,101,64,236
65,61,98,68,79,87,73
52,40,53,50,82,64,44
79,46,73,91,79,111,49
127,132,134,171,234,265,160
205,251,231,261,266,265,214
72,58,61,82,71,85,69
63,61,51,56,106,51,74
70,70,74,92,88,87,54
144,229,200,198,31,36,166
97,93,92,24,119,128,88
73,66,59,78,118,111,78
61,73,64,110,129,81,51
74,79,69,68,82,158,66
72,61,59,67,54,96,73
191,178,143,204,190,212,185
477,478,205,381,352,423,480
75,73,70,65,69,94,71
54,61,82,68,82,79,56
347,307,265,243,370,513,361
126,139,149,111,119,110,133
173,169,202,192,233,320,189
231,245,256,262,227,217,216
59,93,81,104,111,87,87
57,64,36,57,40,37,54
71,52,59,77,101,86,64
73,90,82,86,60,46,85
47,65,50,61,59,87,80
60,63,63,70,86,98,55
50,71,59,45,36,61,57
71,69,72,99,95,125,55
65,60,61,89,100,126,56
103,102,71,62,13,33,99
56,76,73,69,30,26,85
48,60,60,73,83,80,70
89,78,73,73,121,101,68
68,88,88,93,92,91,70
166,164,214,213,359,330,208
125,128,89,168,155,133,139
60,46,59,48,46,88,71
52,57,55,59,85,88,52
35,74,54,56,87,104,44
70,88,96,104,110,134,95
165,145,162,168,69,53,125
177,219,213,187,205,223,215
71,88,109,115,110,134,85
101,90,121,124,107,114,111
227,215,245,205,68,52,253
94,84,108,104,93,112,76
108,124,117,153,193,178,103
153,172,168,175,241,206,161
38,48,51,16,107,91,48
47,39,31,49,40,86,71
116,114,103,143,169,163,107
271,308,242,251,133,113,351
74,58,66,78,86,63,78
93,70,61,128,128,143,59
187,150,124,163,141,129,138
94,70,97,74,75,68,95
369,294,319,455,434,469,346
58,65,40,61,47,52,68
66,56,78,98,106,94,70
97,102,121,122,77,71,123
180,147,182,176,141,311,209
48,64,46,97,61,99,60
89,81,83,87,116,117,67
126,128,119,165,188,168,104
100,69,70,74,61,98,60
149,136,126,144,50,35,150
70,64,67,59,70,80,88
146,164,165,194,213,235,133
27,37,37,41,53,45,38
124,129,143,168,245,279,116
78,89,107,95,175,175,88
54,88,115,106,48,158,112
75,63,53,62,83,64,64
68,67,51,70,122,101,46
96,101,91,94,171,175,83
49,35,40,53,54,57,50
60,61,60,103,127,107,87
174,162,142,229,298,353,186
76,80,61,73,77,94,75
249,266,267,289,104,153,289
109,83,118,103,8,5,106
46,47,44,67,48,47,48
100,92,92,99,76,62,98
121,125,120,224,132,195,138
171,185,161,159,94,76,147
46,56,53,79,72,65,49
224,230,203,230,76,74,214
143,197,134,216,253,277,200
62,54,56,95,83,89,61
145,155,178,208,72,84,129
102,90,110,127,109,126,122
58,56,77,53,61,41,87
452,450,455,433,444,757,520
102,119,98,125,127,158,124
104,94,79,95,104,169,143
535,607,757,675,645,677,653
60,58,56,66,81,60,64
139,128,166,163,261,227,143
65,56,103,44,71,68,60
52,43,53,84,66,100,53
29,25,31,52,87,67,34
81,92,85,81,93,77,100
133,122,131,86,109,149,124
64,63,75,81,75,76,58
118,133,120,104,86,56,110
62,66,72,69,57,102,89
126,144,169,109,112,157,159
38,31,43,35,77,133,38
55,61,71,91,99,114,64
0,0,66,48,22,32,41
161,164,142,216,171,164,158
64,83,62,63,60,69,70
55,64,59,66,102,127,63
85,74,84,82,86,97,72
91,136,120,163,168,162,106
211,198,199,191,192,145,233
172,185,131,94,147,111,186
54,74,101,96,76,114,94
144,156,184,280,347,287,118
56,61,62,68,72,110,72
47,46,51,71,64,64,52
25,43,25,53,54,63,34
284,277,206,216,293,288,229
259,252,277,292,433,414,269
225,216,250,186,189,238,280
62,48,49,44,51,58,55
99,101,82,95,90,120,94
143,116,139,126,45,44,108
101,119,94,110,105,140,125
269,276,206,384,360,430,226
83,104,88,93,217,173,108
48,45,54,70,57,53,42
82,78,71,74,92,92,66
164,163,127,140,175,281,154
372,356,285,373,334,315,327
358,358,375,305,370,416,408
82,76,51,71,142,116,46
120,177,192,134,163,245,180
116,103,94,103,63,78,120
134,141,104,164,192,193,138
60,53,82,73,79,89,87
63,62,87,112,132,113,106
117,118,145,84,104,80,161
60,56,62,76,101,60,51
48,30,34,47,121,109,56
75,89,87,85,87,71,87
54,58,71,66,81,108,56
72,78,49,66,88,96,51
56,57,52,13,55,58,66
153,183,152,172,209,334,185
80,76,80,97,93,92,94
109,109,104,112,100,129,119
92,84,90,142,123,133,96
170,172,163,174,181,138,171
70,57,80,72,80,130,94
75,79,54,64,83,93,71
85,84,78,110,163,153,84
50,43,70,80,138,113,49
167,198,187,204,226,228,145
134,119,177,156,114,151,147
49,42,68,31,69,95,53
73,54,72,96,99,87,84
588,658,609,733,1240,1477,691
199,221,189,228,289,286,177
145,122,144,142,147,224,148
175,174,162,198,114,106,180
50,50,55,95,84,97,55
85,86,96,84,172,135,87
451,479,432,488,1279,1121,582
199,180,173,173,125,150,195
94,79,73,109,108,119,78
382,253,279,174,244,229,238
269,351,243,270,579,567,304
74,77,51,78,72,67,77
389,389,345,362,345,346,380
241,260,239,261,175,205,217
251,238,383,144,428,414,305
44,87,77,96,130,136,93
102,118,107,95,142,98,105
40,46,36,63,104,86,44
94,141,201,111,246,243,171
185,192,198,199,279,257,181
53,44,52,76,98,103,36
110,114,93,93,113,137,122
48,56,56,65,82,154,69
38,38,25,37,44,50,38
98,102,89,83,30,18,103
50,57,45,39,69,90,59
153,165,160,189,270,287,194
111,110,111,129,123,122,97
185,182,165,107,143,116,158
142,145,117,162,171,164,160
346,364,449,473,575,629,372
108,117,121,106,98,151,119
66,58,60,58,68,72,45
88,108,90,98,67,56,98
40,44,72,52,61,58,46
21,47,29,54,58,69,20
98,74,103,93,169,221,107
71,88,99,72,87,92,64
84,87,73,85,91,63,72
103,78,81,94,165,225,97
68,78,74,64,57,66,69
37,27,44,55,103,80,40
127,139,142,149,124,127,105
198,145,138,179,184,227,176
159,161,142,186,123,88,167
76,89,133,115,174,172,101
85,94,94,131,181,166,75
105,136,137,146,94,122,134
160,168,129,151,305,271,171
85,60,78,91,153,131,83
880,988,1091,1203,1542,1831,1148
52,69,79,16,119,101,70
115,105,122,153,114,196,122
91,113,102,97,118,147,137
457,432,384,484,500,444,444
65,85,81,85,130,134,61
43,38,34,67,69,90,59
332,269,442,138,162,115,476
192,172,225,200,164,253,206
375,385,320,458,405,360,346
151,173,149,182,207,224,132
149,127,156,157,196,206,141
151,187,189,165,309,409,184
46,28,37,47,56,76,19
51,48,57,60,72,71,70
192,183,175,161,126,96,196
37,53,44,54,92,65,41
85,81,109,92,97,112,121
53,80,79,84,119,145,51
323,327,279,355,295,299,304
170,197,145,201,30,32,172
72,68,85,172,114,164,86
73,54,114,111,104,99,111
47,57,39,48,50,67,67
158,161,155,136,94,109,88
135,144,175,173,42,59,127
923,921,1039,233,299,358,981
256,308,552,395,758,664,348
60,57,65,65,69,76,47
105,57,74,93,52,48,66
149,152,107,174,232,215,115
181,163,137,206,249,249,166
77,75,107,85,79,68,72
273,297,306,291,201,213,279
73,2,0,0,0,58,35
163,165,173,186,152,190,132
77,67,66,80,58,63,52
234,253,265,220,154,179,229
27,51,15,79,67,70,29
108,54,87,88,57,79,77
61,79,83,81,76,82,59
99,97,98,152,277,358,101
56,57,59,110,122,98,47
85,93,89,102,156,101,78
41,33,41,57,85,78,46
175,156,169,141,118,180,177
272,273,281,302,257,241,296
39,48,58,82,93,79,51
481,493,380,320,259,315,386
97,116,109,112,108,125,96
250,280,463,241,396,443,305
177,243,298,78,392,330,214
44,54,43,67,73,85,30
130,103,148,194,147,175,119
169,164,125,130,141,138,170
82,95,103,87,95,88,109
102,103,88,75,56,63,95
107,131,167,147,255,216,109
144,133,147,155,132,133,130
81,79,48,80,49,76,85
71,79,59,59,48,49,57
82,92,110,95,53,35,45
68,88,66,102,61,84,71
244,239,245,205,183,266,201
119,107,111,141,158,193,118
162,143,169,168,166,176,143
110,107,108,182,312,235,100
89,90,94,93,75,77,95
47,44,31,33,53,68,41
77,67,76,65,63,104,85
47,40,46,63,90,111,35
186,156,157,151,153,200,145
106,97,103,112,97,87,0
126,145,127,151,103,107,126
218,253,209,206,108,78,223
107,129,113,173,123,123,122
95,123,80,132,173,127,86
82,70,76,81,127,93,75
158,127,181,198,199,259,148
54,72,62,77,74,89,70
608,586,598,582,214,102,611
128,173,180,230,251,250,166
60,72,47,71,124,98,55
143,136,132,130,138,131,137
48,55,63,62,26,19,63
134,115,103,131,135,162,111
272,290,199,420,407,461,281
62,51,88,54,82,64,64
495,512,501,549,481,451,502
67,68,37,59,113,98,49
214,260,217,294,435,498,285
121,89,97,112,127,137,95
120,134,124,165,186,225,143
159,159,50,118,105,138,131
123,105,133,128,122,164,127
106,104,78,91,98,94,107
51,47,69,52,54,49,52
95,54,101,101,101,79,71
58,61,43,93,174,139,50
203,152,193,182,169,187,202
255,246,235,292,149,149,290
72,82,79,89,11,8,75
58,58,69,21,101,92,43
101,110,123,164,145,141,127
73,70,63,70,103,108,59
162,114,116,126,112,205,170
64,47,67,52,86,98,40
104,98,82,105,178,201,99
128,143,118,157,103,148,100
104,117,129,113,97,105,129
121,105,100,104,123,105,109
118,87,89,68,64,174,160
65,84,92,81,87,119,63
0,35,72,54,151,98,45
45,39,45,62,127,111,59
364,325,400,478,572,631,456
0,0,1,0,0,83,147
136,99,74,72,84,87,71
123,140,78,149,152,224,117
224,183,208,202,410,490,235
105,121,102,113,126,124,100
160,163,153,165,162,136,157
131,108,127,134,200,259,127
500,446,490,652,661,683,479
77,85,80,140,98,96,63
43,44,56,82,94,119,75
271,273,325,327,296,402,341
104,109,157,105,145,119,105
181,159,147,175,229,300,166
48,36,42,52,60,66,32
65,58,67,75,89,68,60
189,210,201,214,122,137,219
215,217,272,235,173,239,320
55,44,78,87,152,159,58
66,52,45,68,66,74,79
79,79,84,96,84,107,98
85,115,93,90,186,136,79
345,397,361,355,410,361,303
134,131,128,192,258,208,137
115,89,85,103,158,167,96
44,57,67,61,90,76,1
40,25,35,37,34,37,27
118,136,73,104,93,125,116
209,207,235,262,241,230,207
86,95,89,93,179,119,85
78,135,78,110,103,120,76
48,42,58,48,71,63,67
95,107,76,85,18,17,112
183,184,188,244,298,257,166
114,115,122,114,69,56,89
162,146,96,130,144,193,157
57,75,89,109,95,81,84
65,52,64,90,112,126,54
106,97,119,124,126,173,127
189,183,138,182,200,275,229
250,190,203,204,140,160,257
137,160,204,168,180,139,185
128,161,189,154,135,115,143
102,84,94,99,87,83,116
76,85,74,71,52,65,84
53,74,60,76,90,126,88
62,88,61,94,59,105,68
47,55,31,40,84,126,37
72,72,58,85,89,64,67
46,25,28,18,17,60,23
95,88,116,143,274,260,108
87,74,71,84,119,122,56
71,71,65,26,93,103,83
166,178,173,140,118,138,183
175,200,163,220,321,324,193
71,78,69,92,73,53,96
52,64,55,91,111,106,57
70,87,81,83,114,142,91
91,94,91,99,86,119,116
40,55,24,38,58,43,39
76,87,101,93,89,94,91
134,129,144,172,92,115,153
104,100,96,117,89,84,88
130,127,128,152,211,163,148
111,123,110,113,110,103,140
44,71,59,64,43,32,49
39,38,64,67,99,102,46
318,438,374,343,285,422,466
41,43,44,32,36,25,28
58,68,59,88,72,54,60
80,81,82,73,62,106,103
83,88,115,63,60,85,91
89,85,87,132,201,182,95
93,95,89,120,111,109,99
550,753,511,669,735,1007,736
105,106,115,110,111,136,116
62,62,41,72,118,115,37
81,103,99,116,136,153,121
129,121,120,152,200,206,116
84,107,139,254,186,225,139
75,78,93,111,125,97,57
55,57,63,63,74,65,50
55,69,72,54,60,83,69
184,134,110,165,309,270,153
87,82,79,89,80,89,91
79,59,52,76,89,102,58
46,52,55,66,135,126,57
33,35,29,28,38,31,33
134,119,127,119,114,179,116
137,136,116,105,75,156,172
110,133,94,98,78,76,116
45,62,60,61,104,86,48
112,101,118,124,148,131,120
111,117,127,109,81,67,128
134,145,125,175,236,254,146
2,1,2,2,1,1,3
282,262,272,407,414,409,277
63,61,59,62,166,206,68
62,62,61,100,83,93,63
183,200,199,239,281,259,205
304,320,297,244,20,24,358
63,52,48,53,52,70,55
39,33,40,52,55,97,39
151,147,154,206,233,201,128
88,70,91,80,48,45,100
102,94,58,78,82,92,33
87,83,58,45,36,33,80
188,168,123,262,341,307,163
100,99,135,73,83,72,107
146,129,152,154,118,176,148
500,462,465,388,217,180,520
123,108,120,158,128,100,129
226,221,229,225,141,135,228
71,84,76,94,93,94,73
59,60,64,70,100,85,61
62,84,94,109,137,151,92
30,32,22,30,56,67,31
121,118,100,103,81,75,115
39,32,31,44,58,64,47
131,76,99,101,153,275,156
58,53,54,70,82,83,50
114,95,114,118,92,107,100
256,297,257,325,195,169,280
210,206,205,192,217,249,249
131,95,96,99,83,62,125
38,39,39,66,72,65,40
61,70,65,80,74,96,86
93,75,89,114,108,123,94
162,110,111,138,57,94,161
154,192,245,216,183,298,242
183,206,211,199,144,198,203
72,71,77,67,107,72,66
62,52,64,154,102,136,73
101,88,108,140,118,139,86
75,67,78,88,129,127,74
168,165,161,165,111,130,178
226,222,214,103,106,51,283
54,49,45,57,51,37,65
91,83,83,104,98,95,84
59,56,50,43,58,74,54
74,51,58,63,53,73,72
76,86,81,80,63,117,77
149,161,103,214,120,175,190
52,54,43,78,99,96,63
227,218,222,187,287,371,221
69,75,93,103,58,39,85
59,59,51,54,39,66,45
142,147,127,115,245,214,192
57,60,85,55,64,116,83
242,250,235,240,272,261,282
98,89,101,96,184,223,111
215,200,182,182,151,130,190
402,385,379,391,78,63,391
60,62,89,44,107,137,61
285,273,267,302,117,89,274
363,450,414,458,540,669,424
50,70,78,67,54,60,62
58,51,105,59,106,105,74
126,151,121,166,193,254,168
280,303,341,299,231,246,325
72,91,128,88,100,110,127
151,129,116,104,98,128,151
266,281,225,323,307,364,260
342,353,321,389,438,445,349
183,128,140,153,153,256,177
337,350,350,329,144,144,374
197,199,135,176,184,213,171
116,122,124,134,117,142,144
1880,1615,1707,1984,2900,3349,2062
75,109,63,114,61,95,100
160,246,464,270,489,459,340
58,56,44,55,61,43,39
72,74,83,73,92,72,99
110,100,112,85,92,108,102
67,64,39,54,84,80,65
54,64,80,84,76,51,61
134,145,171,121,73,94,137
100,111,90,95,179,208,117
57,62,63,81,166,170,47
24,33,36,46,95,124,32
87,60,86,94,77,93,61
262,237,257,292,335,313,266
25,44,42,40,62,66,45
99,110,141,146,158,147,151
327,311,293,371,306,303,318
68,68,78,76,92,91,61
226,223,230,250,326,329,243
181,227,209,176,257,289,219
52,40,28,48,80,68,44
273,309,251,309,163,146,352
73,97,104,118,131,111,84
78,89,114,84,90,79,80
85,97,86,87,112,143,127
71,70,68,80,93,83,72
78,109,118,103,68,53,121
43,49,37,54,46,52,48
126,118,105,125,109,113,127
282,272,242,276,216,190,299
70,50,73,79,91,78,80
56,57,62,63,115,108,57
297,385,327,416,621,622,367
63,82,76,103,123,126,80
305,380,299,324,308,330,279
56,58,79,77,78,82,55
166,146,133,139,132,77,116
179,183,210,252,392,434,242
264,278,387,382,374,294,353
89,87,118,145,163,167,122
95,77,91,83,59,170,98
146,151,168,199,259,268,154
66,85,86,98,145,138,93
74,67,55,85,148,117,71
201,231,208,293,305,341,261
72,74,56,58,77,79,77
75,96,83,81,101,85,73
101,107,95,106,104,108,121
94,116,103,110,164,165,96
103,85,66,81,85,81,82
139,162,138,150,61,45,144
146,160,151,198,141,84,149
75,27,37,50,32,91,63
96,101,86,118,148,141,80
31,35,36,50,79,84,33
63,66,45,93,105,111,72
126,108,119,78,85,78,105
62,66,83,77,30,19,90
532,503,498,642,916,930,557
0,88,67,60,42,51,102
66,58,73,97,115,118,79
233,260,266,320,284,227,255
34,45,48,53,73,57,32
150,174,233,173,374,425,181
96,41,70,89,76,149,122
20,28,21,38,132,146,32
92,89,77,71,67,100,118
86,87,100,98,77,96,112
95,99,87,114,188,223,108
387,424,433,414,205,161,409
82,72,68,102,132,126,74
78,93,0,48,105,124,87
69,65,90,48,78,82,70
55,70,65,82,71,27,70
26,33,26,38,54,53,31
470,435,465,356,282,308,438
75,74,65,62,67,80,63
362,361,347,293,115,109,265
396,397,444,362,320,384,238
135,172,172,261,153,151,126
913,844,871,789,178,190,935
230,197,184,216,261,244,230
115,112,109,87,98,79,92
55,53,58,56,100,107,55
68,54,74,75,48,59,78
157,175,196,84,110,108,193
35,36,65,0,125,113,44
162,168,172,167,26,17,189
206,205,228,246,384,435,217
70,63,61,73,56,75,71
228,219,216,188,144,165,273
200,183,179,185,181,177,190
64,53,67,63,50,45,76
173,174,143,182,243,209,209
58,55,88,89,96,70,64
127,86,110,109,96,116,91
81,149,206,147,192,207,205
313,269,208,243,514,523,446
215,254,241,255,186,198,213
116,103,107,120,65,38,107
83,54,72,95,108,125,70
38,45,33,68,110,92,40
67,83,81,85,105,93,63
150,153,123,188,156,210,170
99,132,124,139,26,10,132
106,106,91,96,71,80,101
69,75,58,97,90,151,72
45,35,46,51,41,53,36
89,85,93,70,14,18,81
120,105,128,109,161,165,103
61,50,54,55,38,45,61
100,92,117,42,68,47,132
79,75,94,101,217,177,81
98,109,77,67,40,32,110
277,268,232,298,264,309,265
138,89,96,158,136,149,94
314,408,371,447,543,571,440
112,83,88,62,61,126,109
10,12,8,17,66,41,12
93,63,70,91,103,122,68
47,51,41,38,35,62,71
99,99,97,153,152,155,107
237,225,177,259,260,343,240
181,274,206,343,411,439,231
267,285,296,265,168,131,274
27,52,53,75,51,49,51
80,61,79,76,63,87,94
130,162,109,145,226,211,124
82,76,77,104,191,131,78
46,37,29,60,89,73,40
470,466,383,411,320,387,518
106,132,132,118,163,138,110
45,38,33,62,60,94,36
215,191,237,198,187,167,206
141,140,148,146,189,128,128
152,176,193,125,37,47,102
146,147,144,170,176,204,183
147,119,102,108,112,164,124
105,114,98,129,159,190,130
283,293,315,273,151,140,284
36,39,23,52,52,74,53
208,153,157,175,326,336,215
196,190,171,151,116,120,191
37,35,27,40,144,146,32
31,39,66,47,119,116,67
114,115,91,95,66,27,131
224,222,219,292,314,287,218
130,136,113,136,117,155,120
111,103,87,110,70,56,99
177,189,163,178,210,246,168
229,243,243,261,132,127,197
57,92,79,96,142,112,89
53,45,56,38,32,38,69
98,89,126,123,145,123,116
313,393,350,392,537,674,371
189,209,196,222,248,229,175
42,47,71,67,104,87,54
150,173,198,212,159,191,230
122,102,126,116,80,126,175
50,49,67,49,50,57,55
134,106,116,108,102,90,106
282,320,255,271,291,265,269
96,113,86,134,138,122,82
105,96,122,108,124,146,83
83,69,100,66,109,187,99
98,100,92,112,157,163,125
71,51,92,51,121,120,84
178,183,192,259,378,338,202
122,0,0,61,47,45,107
61,55,56,48,60,38,76
96,107,107,99,84,107,139
48,56,71,92,90,78,53
85,79,37,124,210,197,74
40,49,27,38,53,52,40
98,89,48,12,19,89,140
90,69,84,73,183,273,99
46,43,55,21,71,55,48
134,99,158,106,128,38,134
110,123,112,123,166,149,92
48,64,49,44,44,52,53
86,121,81,143,120,73,92
130,115,99,114,97,94,166
106,95,132,109,115,103,103
84,71,94,97,137,128,71
151,150,110,153,131,146,155
108,122,102,118,67,43,122
76,87,77,69,69,89,73
56,55,68,52,81,59,50
158,151,177,178,160,167,160
234,270,258,239,177,257,349
43,44,54,72,64,64,51
101,70,108,107,96,166,114
803,719,737,814,1221,1787,925
127,107,91,83,122,99,105
66,79,67,90,129,145,76
0,0,0,0,0,0,0
149,175,168,171,123,149,193
185,164,151,186,271,264,178
60,76,75,75,89,109,73
111,132,234,172,269,252,201
124,154,138,131,187,182,133
37,34,32,39,45,55,41
631,639,682,329,306,186,683
67,68,118,68,84,132,99
50,54,72,45,78,62,46
58,76,64,75,53,57,45
48,40,38,34,59,88,52
140,125,109,135,147,191,145
92,79,76,83,111,116,65
133,114,108,139,157,153,112
138,139,116,140,225,200,119
35,39,52,112,51,40,36
51,46,31,23,57,62,30
183,217,180,221,216,271,249
693,652,652,553,91,111,698
86,90,107,106,91,113,101
72,51,65,60,41,69,61
55,61,46,49,83,111,40
60,33,70,69,60,68,57
72,70,75,71,105,94,60
84,60,73,81,71,76,82
268,273,261,458,580,532,341
166,173,182,195,114,94,190
69,78,62,78,85,108,82
158,186,190,217,201,203,168
165,117,149,137,126,173,143
223,218,236,243,132,61,220
98,119,58,34,7,2,81
108,109,88,114,109,116,120
113,124,109,89,0,0,0
279,329,308,354,365,381,318
90,88,73,101,155,198,101
135,139,144,195,221,316,201
49,46,45,59,107,117,40
92,72,74,114,88,100,89
131,137,122,146,107,97,121
52,35,26,83,110,125,49
124,111,99,98,72,68,119
226,217,206,231,67,38,218
41,62,56,81,80,76,54
63,84,61,70,94,99,48
108,134,106,116,52,57,121
40,39,28,52,90,63,43
183,226,270,261,303,406,292
140,128,151,125,94,96,128
202,211,184,208,208,239,173
820,825,769,770,51,48,791
213,202,217,227,221,219,201
125,122,130,166,214,197,133
133,144,128,155,153,142,146
92,75,90,79,92,104,100
167,143,102,202,267,263,136
516,562,583,549,330,334,593
176,152,167,200,281,228,168
46,45,66,78,98,92,72
108,84,69,95,126,175,108
87,84,79,106,83,77,90
107,79,86,70,64,114,107
75,78,97,85,150,211,107
56,64,87,86,95,104,84
64,45,56,54,14,14,48
405,428,374,367,157,217,434
39,44,42,46,42,41,40
58,75,75,91,92,154,103
47,11,10,4,69,70,54
245,309,287,226,67,61,194
170,196,160,167,162,147,160
59,53,53,48,52,82,50
91,86,75,60,77,90,79
240,262,331,346,278,345,316
20,23,7,18,21,31,21
47,58,57,60,50,38,43
435,420,439,424,623,699,419
92,93,96,95,76,126,132
186,191,216,259,257,271,213
170,182,184,135,114,125,162
162,171,185,223,191,140,148
345,343,347,529,603,698,336
155,125,103,98,72,81,116
56,69,57,77,105,120,65
85,103,90,75,50,51,105
55,75,69,44,60,50,51
89,68,86,134,182,151,118
180,159,169,182,166,201,179
31,54,44,48,33,48,42
169,169,161,191,145,169,174
70,75,99,100,91,85,80
110,123,98,137,107,106,132
89,95,109,112,98,175,107
10,5,8,7,3,3,4
113,118,143,113,120,93,106
72,65,88,74,55,27,72
156,164,123,194,211,190,142
231,239,272,304,441,428,238
105,128,114,154,182,235,87
75,74,88,118,108,137,92
0,66,66,79,161,144,56
107,115,69,47,32,38,97
551,560,517,524,293,433,550
788,910,888,1423,946,1008,806
81,94,110,85,49,40,97
109,98,90,109,121,141,89
276,317,386,326,422,397,374
244,226,251,221,254,326,264
76,61,99,104,113,95,87
57,81,92,92,101,113,88
248,249,245,299,185,353,277
143,122,111,169,154,220,133
147,46,182,155,154,186,157
62,78,56,132,167,195,68
157,174,122,161,318,320,184
93,117,102,124,149,130,97
194,193,142,163,171,205,178
63,74,41,98,150,127,52
174,192,161,172,178,168,136
497,458,422,476,512,723,569
278,333,308,337,359,374,337
104,85,92,109,157,148,108
46,61,49,36,34,21,52
216,205,166,155,198,323,218
73,73,53,66,72,106,82
224,222,264,250,338,519,259
108,94,100,140,143,122,90
43,50,45,36,104,72,55
58,70,72,73,115,109,63
259,339,418,394,604,587,383
149,143,134,170,264,215,138
117,112,118,113,138,151,123
81,85,92,61,117,111,80
224,183,167,212,171,108,257
348,342,357,356,292,403,502
178,205,121,268,256,310,187
124,106,110,118,83,61,118
147,135,135,134,119,186,148
116,120,104,108,92,73,121
117,107,101,97,68,62,107
128,82,124,124,94,166,133
230,234,243,227,133,94,313
171,159,144,128,220,252,180
6,1,11,10,40,71,15
84,82,96,73,67,100,58
256,229,209,286,293,347,216
264,240,208,185,110,179,260
66,57,70,95,134,118,64
51,58,45,64,45,31,49
175,146,107,103,74,151,193
142,128,187,246,267,322,159
90,92,99,100,111,118,92
129,112,134,108,108,141,156
195,164,151,220,166,253,166
58,55,67,82,75,69,55
33,50,45,46,69,60,46
88,103,98,99,104,80,137
79,72,76,63,60,50,88
112,97,110,107,87,102,89
58,61,53,53,50,44,72
445,453,441,702,525,550,385
